Team,Opponent Team,Date,Site,Incident,Time,VAR used,Decision,Referee,Descripcion
Rosario Central,Huracán,2024-02-23,Monumental,Mano,62',Sí,No gol,Dovalo,mano entre Rosario Central y Huracán al minuto 62'
Huracán,Newell's,2024-12-08,Monumental,Offside,62',Sí,Tiro libre,Tello,offside entre Huracán y Newell's al minuto 62'
Newell's,Rosario Central,2024-08-01,La Bombonera,Gol,89',Sí,No gol,Tello,gol entre Newell's y Rosario Central al minuto 89'
Godoy Cruz,Lanús,2024-11-24,Cilindro,Offside,84',Sí,Tiro libre,Merlos,offside entre Godoy Cruz y Lanús al minuto 84'
Newell's,Platense,2024-11-02,Libertadores de América,Offside,66',Sí,Tiro libre,Tello,offside entre Newell's y Platense al minuto 66'
Estudiantes,Godoy Cruz,2024-06-02,Cilindro,Entrada violenta,7',Sí,Amarilla,Rapallini,entrada violenta entre Estudiantes y Godoy Cruz al minuto 7'
Argentinos,Vélez,2024-11-28,Monumental,Falta,5',Sí,Penal,Tello,falta entre Argentinos y Vélez al minuto 5'
Argentinos,Vélez,2024-12-24,Libertadores de América,Córner,90',Sí,Sin falta,Pitana,córner entre Argentinos y Vélez al minuto 90'
Argentinos,Boca Juniors,2024-09-03,La Bombonera,Offside,62',Sí,Tiro libre,Baliño,offside entre Argentinos y Boca Juniors al minuto 62'
Lanús,Vélez,2024-01-23,Monumental,Offside,78',Sí,Penal,Merlos,offside entre Lanús y Vélez al minuto 78'
Argentinos,Independiente,2024-11-27,Libertadores de América,Falta,78',Sí,Gol,Loustau,falta entre Argentinos y Independiente al minuto 78'
Estudiantes,Talleres,2024-03-12,Nuevo Gasómetro,Córner,59',Sí,Tiro libre,Abal,córner entre Estudiantes y Talleres al minuto 59'
Racing,San Lorenzo,2024-10-12,Monumental,Gol,17',Sí,Amarilla,Merlos,gol entre Racing y San Lorenzo al minuto 17'
Godoy Cruz,Estudiantes,2024-09-25,Cilindro,Penal,80',Sí,No gol,Abal,penal entre Godoy Cruz y Estudiantes al minuto 80'
Sarmiento,Banfield,2024-10-25,Nuevo Gasómetro,Simulación,17',Sí,Roja,Tello,simulación entre Sarmiento y Banfield al minuto 17'
Godoy Cruz,Platense,2024-03-13,Nuevo Gasómetro,Córner,75',Sí,Roja,Echenique,córner entre Godoy Cruz y Platense al minuto 75'
Sarmiento,Newell's,2024-12-18,Monumental,Sujeción,15',Sí,Amarilla,Baliño,sujeción entre Sarmiento y Newell's al minuto 15'
San Lorenzo,Huracán,2024-11-09,Cilindro,Offside,41',Sí,Gol,Rapallini,offside entre San Lorenzo y Huracán al minuto 41'
Racing,River Plate,2024-08-04,Monumental,Gol,60',Sí,Sin falta,Pitana,gol entre Racing y River Plate al minuto 60'
Estudiantes,Godoy Cruz,2024-02-07,Cilindro,Mano,25',Sí,Roja,Espinoza,mano entre Estudiantes y Godoy Cruz al minuto 25'
River Plate,Banfield,2024-10-09,La Bombonera,Entrada violenta,54',Sí,Gol,Loustau,entrada violenta entre River Plate y Banfield al minuto 54'
Estudiantes,Rosario Central,2024-10-01,La Bombonera,Simulación,35',Sí,Amarilla,Pitana,simulación entre Estudiantes y Rosario Central al minuto 35'
Platense,Rosario Central,2024-05-02,Monumental,Entrada violenta,55',Sí,No gol,Tello,entrada violenta entre Platense y Rosario Central al minuto 55'
Platense,Arsenal,2024-04-18,Libertadores de América,Offside,76',Sí,Amarilla,Espinoza,offside entre Platense y Arsenal al minuto 76'
Estudiantes,Gimnasia,2024-08-25,La Bombonera,Penal,42',Sí,Tiro libre,Tello,penal entre Estudiantes y Gimnasia al minuto 42'
Gimnasia,Sarmiento,2024-08-23,Libertadores de América,Gol,90',Sí,Gol,Dovalo,gol entre Gimnasia y Sarmiento al minuto 90'
Sarmiento,Platense,2024-03-07,Cilindro,Falta,18',Sí,Penal,Merlos,falta entre Sarmiento y Platense al minuto 18'
Racing,Arsenal,2024-06-12,Libertadores de América,Gol,2',Sí,Roja,Pitana,gol entre Racing y Arsenal al minuto 2'
Huracán,Talleres,2024-10-13,Nuevo Gasómetro,Gol,0',Sí,Tiro libre,Rapallini,gol entre Huracán y Talleres al minuto 0'
Sarmiento,Arsenal,2024-11-18,Libertadores de América,Entrada violenta,4',Sí,Gol,Abal,entrada violenta entre Sarmiento y Arsenal al minuto 4'
Arsenal,Platense,2024-07-15,Monumental,Codazo,65',Sí,Gol,Baliño,codazo entre Arsenal y Platense al minuto 65'
Estudiantes,Lanús,2024-03-10,Monumental,Simulación,35',Sí,Gol,Abal,simulación entre Estudiantes y Lanús al minuto 35'
Newell's,Argentinos,2024-01-14,La Bombonera,Gol,8',Sí,Gol,Espinoza,gol entre Newell's y Argentinos al minuto 8'
Lanús,Banfield,2024-09-25,Libertadores de América,Entrada violenta,89',Sí,Roja,Baliño,entrada violenta entre Lanús y Banfield al minuto 89'
Arsenal,Estudiantes,2024-07-16,Monumental,Gol,24',Sí,Sin falta,Pitana,gol entre Arsenal y Estudiantes al minuto 24'
Banfield,Godoy Cruz,2024-04-28,Nuevo Gasómetro,Entrada violenta,49',Sí,No gol,Loustau,entrada violenta entre Banfield y Godoy Cruz al minuto 49'
Vélez,Arsenal,2024-12-13,Nuevo Gasómetro,Penal,62',Sí,Roja,Tello,penal entre Vélez y Arsenal al minuto 62'
Argentinos,Rosario Central,2024-11-17,La Bombonera,Gol,49',Sí,Roja,Espinoza,gol entre Argentinos y Rosario Central al minuto 49'
Platense,Newell's,2024-08-11,Libertadores de América,Gol,59',Sí,Sin falta,Loustau,gol entre Platense y Newell's al minuto 59'
Platense,Banfield,2024-04-04,Monumental,Simulación,74',Sí,Sin falta,Abal,simulación entre Platense y Banfield al minuto 74'
Huracán,Estudiantes,2024-09-17,Libertadores de América,Penal,11',Sí,Sin falta,Pitana,penal entre Huracán y Estudiantes al minuto 11'
Arsenal,Racing,2024-09-16,Nuevo Gasómetro,Gol,89',Sí,Roja,Abal,gol entre Arsenal y Racing al minuto 89'
Arsenal,Newell's,2024-04-16,Libertadores de América,Offside,75',Sí,No gol,Rapallini,offside entre Arsenal y Newell's al minuto 75'
Godoy Cruz,River Plate,2024-08-16,La Bombonera,Mano,66',Sí,Sin falta,Tello,mano entre Godoy Cruz y River Plate al minuto 66'
Platense,Boca Juniors,2024-09-21,Cilindro,Penal,86',Sí,Penal,Abal,penal entre Platense y Boca Juniors al minuto 86'
River Plate,Talleres,2024-01-26,Libertadores de América,Mano,16',Sí,Tiro libre,Espinoza,mano entre River Plate y Talleres al minuto 16'
Huracán,Talleres,2024-09-09,La Bombonera,Mano,79',Sí,Penal,Rapallini,mano entre Huracán y Talleres al minuto 79'
Banfield,Lanús,2024-06-17,Cilindro,Penal,49',Sí,Tiro libre,Merlos,penal entre Banfield y Lanús al minuto 49'
Sarmiento,Gimnasia,2024-04-04,La Bombonera,Falta,87',Sí,Tiro libre,Loustau,falta entre Sarmiento y Gimnasia al minuto 87'
Boca Juniors,Sarmiento,2024-08-23,Libertadores de América,Simulación,44',Sí,Sin falta,Loustau,simulación entre Boca Juniors y Sarmiento al minuto 44'
Sarmiento,Racing,2024-06-17,Nuevo Gasómetro,Sujeción,76',Sí,Amarilla,Tello,sujeción entre Sarmiento y Racing al minuto 76'
Independiente,Lanús,2024-07-10,Nuevo Gasómetro,Córner,81',Sí,Sin falta,Baliño,córner entre Independiente y Lanús al minuto 81'
Independiente,Vélez,2024-01-22,La Bombonera,Penal,47',Sí,No gol,Pitana,penal entre Independiente y Vélez al minuto 47'
Independiente,Lanús,2024-11-17,Nuevo Gasómetro,Simulación,52',Sí,Tiro libre,Loustau,simulación entre Independiente y Lanús al minuto 52'
Rosario Central,Banfield,2024-10-09,Monumental,Gol,83',Sí,Penal,Merlos,gol entre Rosario Central y Banfield al minuto 83'
Godoy Cruz,Argentinos,2024-05-13,Cilindro,Simulación,3',Sí,Sin falta,Abal,simulación entre Godoy Cruz y Argentinos al minuto 3'
Sarmiento,Gimnasia,2024-03-04,Libertadores de América,Sujeción,76',Sí,Roja,Tello,sujeción entre Sarmiento y Gimnasia al minuto 76'
Newell's,Gimnasia,2024-02-08,Nuevo Gasómetro,Penal,25',Sí,Sin falta,Tello,penal entre Newell's y Gimnasia al minuto 25'
Gimnasia,River Plate,2024-09-06,La Bombonera,Córner,47',Sí,Roja,Tello,córner entre Gimnasia y River Plate al minuto 47'
Newell's,Racing,2024-09-22,La Bombonera,Falta,60',Sí,Penal,Espinoza,falta entre Newell's y Racing al minuto 60'
Huracán,Independiente,2024-09-26,Nuevo Gasómetro,Codazo,68',Sí,Sin falta,Merlos,codazo entre Huracán y Independiente al minuto 68'
River Plate,Rosario Central,2024-03-26,Nuevo Gasómetro,Mano,59',Sí,Tiro libre,Rapallini,mano entre River Plate y Rosario Central al minuto 59'
River Plate,Banfield,2024-09-04,Monumental,Codazo,9',Sí,Penal,Espinoza,codazo entre River Plate y Banfield al minuto 9'
River Plate,San Lorenzo,2024-12-10,Nuevo Gasómetro,Codazo,36',Sí,No gol,Baliño,codazo entre River Plate y San Lorenzo al minuto 36'
Newell's,San Lorenzo,2024-06-20,Monumental,Simulación,67',Sí,No gol,Rapallini,simulación entre Newell's y San Lorenzo al minuto 67'
Sarmiento,Boca Juniors,2024-03-11,Cilindro,Gol,28',Sí,Roja,Pitana,gol entre Sarmiento y Boca Juniors al minuto 28'
Rosario Central,Sarmiento,2024-06-13,Nuevo Gasómetro,Simulación,0',Sí,Gol,Merlos,simulación entre Rosario Central y Sarmiento al minuto 0'
Sarmiento,Estudiantes,2024-08-24,Libertadores de América,Simulación,8',Sí,Tiro libre,Espinoza,simulación entre Sarmiento y Estudiantes al minuto 8'
Sarmiento,Estudiantes,2024-01-09,Libertadores de América,Codazo,13',Sí,No gol,Echenique,codazo entre Sarmiento y Estudiantes al minuto 13'
San Lorenzo,Newell's,2024-02-08,La Bombonera,Penal,65',Sí,Gol,Loustau,penal entre San Lorenzo y Newell's al minuto 65'
Platense,Argentinos,2024-12-14,Monumental,Sujeción,8',Sí,Gol,Rapallini,sujeción entre Platense y Argentinos al minuto 8'
Godoy Cruz,Argentinos,2024-05-18,Nuevo Gasómetro,Penal,24',Sí,Roja,Merlos,penal entre Godoy Cruz y Argentinos al minuto 24'
Estudiantes,Platense,2024-02-12,La Bombonera,Gol,7',Sí,Gol,Abal,gol entre Estudiantes y Platense al minuto 7'
Gimnasia,River Plate,2024-03-16,Monumental,Codazo,1',Sí,Sin falta,Pitana,codazo entre Gimnasia y River Plate al minuto 1'
San Lorenzo,Argentinos,2024-09-27,La Bombonera,Sujeción,41',Sí,Penal,Espinoza,sujeción entre San Lorenzo y Argentinos al minuto 41'
Newell's,Estudiantes,2024-03-25,Cilindro,Mano,72',Sí,No gol,Merlos,mano entre Newell's y Estudiantes al minuto 72'
Arsenal,Rosario Central,2024-07-22,Nuevo Gasómetro,Offside,13',Sí,Sin falta,Baliño,offside entre Arsenal y Rosario Central al minuto 13'
Godoy Cruz,San Lorenzo,2024-06-26,Nuevo Gasómetro,Falta,36',Sí,Penal,Loustau,falta entre Godoy Cruz y San Lorenzo al minuto 36'
Banfield,Gimnasia,2024-06-05,Monumental,Offside,15',Sí,Amarilla,Merlos,offside entre Banfield y Gimnasia al minuto 15'
Argentinos,Racing,2024-02-28,Nuevo Gasómetro,Codazo,62',Sí,Roja,Tello,codazo entre Argentinos y Racing al minuto 62'
Platense,Lanús,2024-09-28,Cilindro,Falta,44',Sí,Tiro libre,Merlos,falta entre Platense y Lanús al minuto 44'
Gimnasia,Rosario Central,2024-07-16,La Bombonera,Penal,65',Sí,Sin falta,Loustau,penal entre Gimnasia y Rosario Central al minuto 65'
San Lorenzo,Platense,2024-04-14,Libertadores de América,Codazo,39',Sí,Gol,Espinoza,codazo entre San Lorenzo y Platense al minuto 39'
Vélez,Boca Juniors,2024-06-17,Libertadores de América,Codazo,19',Sí,No gol,Merlos,codazo entre Vélez y Boca Juniors al minuto 19'
River Plate,Platense,2024-06-16,La Bombonera,Falta,5',Sí,Gol,Merlos,falta entre River Plate y Platense al minuto 5'
Independiente,San Lorenzo,2024-04-04,Cilindro,Simulación,5',Sí,Penal,Loustau,simulación entre Independiente y San Lorenzo al minuto 5'
Racing,Huracán,2024-09-08,Nuevo Gasómetro,Gol,64',Sí,Roja,Baliño,gol entre Racing y Huracán al minuto 64'
Boca Juniors,Argentinos,2024-01-07,Monumental,Penal,19',Sí,No gol,Echenique,penal entre Boca Juniors y Argentinos al minuto 19'
Racing,Sarmiento,2024-09-07,Libertadores de América,Gol,23',Sí,Amarilla,Dovalo,gol entre Racing y Sarmiento al minuto 23'
Talleres,Rosario Central,2024-03-25,La Bombonera,Codazo,56',Sí,Amarilla,Rapallini,codazo entre Talleres y Rosario Central al minuto 56'
Racing,Vélez,2024-05-05,La Bombonera,Córner,59',Sí,Gol,Tello,córner entre Racing y Vélez al minuto 59'
Gimnasia,Independiente,2024-07-08,Libertadores de América,Mano,42',Sí,Sin falta,Abal,mano entre Gimnasia y Independiente al minuto 42'
Banfield,Talleres,2024-07-27,Cilindro,Simulación,68',Sí,Sin falta,Baliño,simulación entre Banfield y Talleres al minuto 68'
Banfield,Arsenal,2024-04-05,Libertadores de América,Gol,44',Sí,Roja,Loustau,gol entre Banfield y Arsenal al minuto 44'
Rosario Central,Platense,2024-09-07,Monumental,Falta,85',Sí,No gol,Echenique,falta entre Rosario Central y Platense al minuto 85'
Arsenal,Vélez,2024-07-23,Cilindro,Offside,89',Sí,Roja,Rapallini,offside entre Arsenal y Vélez al minuto 89'
Vélez,Lanús,2024-01-12,Nuevo Gasómetro,Gol,12',Sí,Amarilla,Merlos,gol entre Vélez y Lanús al minuto 12'
Godoy Cruz,Vélez,2024-10-05,Monumental,Simulación,48',Sí,Roja,Loustau,simulación entre Godoy Cruz y Vélez al minuto 48'
Vélez,Independiente,2024-04-08,Cilindro,Offside,35',Sí,Roja,Tello,offside entre Vélez y Independiente al minuto 35'
Sarmiento,Vélez,2024-06-01,Libertadores de América,Offside,2',Sí,Sin falta,Rapallini,offside entre Sarmiento y Vélez al minuto 2'
Talleres,Platense,2024-08-25,La Bombonera,Penal,80',Sí,Amarilla,Baliño,penal entre Talleres y Platense al minuto 80'
Independiente,Huracán,2024-04-26,Nuevo Gasómetro,Córner,41',Sí,Amarilla,Tello,córner entre Independiente y Huracán al minuto 41'
Huracán,Boca Juniors,2024-06-23,Cilindro,Penal,2',Sí,Tiro libre,Merlos,penal entre Huracán y Boca Juniors al minuto 2'
Colón,Sarmiento,2024-11-11,Monumental,Codazo,69',Sí,Roja,Baliño,codazo entre Colón y Sarmiento al minuto 69'
Newell's,Independiente,2024-09-22,La Bombonera,Penal,41',Sí,Penal,Espinoza,penal entre Newell's y Independiente al minuto 41'
Newell's,River Plate,2024-06-21,Libertadores de América,Mano,47',Sí,Tiro libre,Espinoza,mano entre Newell's y River Plate al minuto 47'
Lanús,Huracán,2024-06-03,Cilindro,Entrada violenta,15',Sí,No gol,Espinoza,entrada violenta entre Lanús y Huracán al minuto 15'
Independiente,Boca Juniors,2024-02-26,Cilindro,Falta,11',Sí,Sin falta,Dovalo,falta entre Independiente y Boca Juniors al minuto 11'
Gimnasia,Vélez,2024-12-08,Cilindro,Codazo,31',Sí,Amarilla,Tello,codazo entre Gimnasia y Vélez al minuto 31'
Boca Juniors,Godoy Cruz,2024-05-26,Cilindro,Codazo,5',Sí,No gol,Pitana,codazo entre Boca Juniors y Godoy Cruz al minuto 5'
Arsenal,Newell's,2024-02-11,La Bombonera,Simulación,23',Sí,No gol,Rapallini,simulación entre Arsenal y Newell's al minuto 23'
Gimnasia,Godoy Cruz,2024-08-15,Nuevo Gasómetro,Falta,43',Sí,No gol,Merlos,falta entre Gimnasia y Godoy Cruz al minuto 43'
Platense,Vélez,2024-04-05,La Bombonera,Gol,10',Sí,Penal,Tello,gol entre Platense y Vélez al minuto 10'
Boca Juniors,Sarmiento,2024-04-23,Cilindro,Codazo,17',Sí,Gol,Baliño,codazo entre Boca Juniors y Sarmiento al minuto 17'
Lanús,Platense,2024-05-12,Cilindro,Sujeción,40',Sí,Sin falta,Rapallini,sujeción entre Lanús y Platense al minuto 40'
Arsenal,San Lorenzo,2024-04-24,Cilindro,Sujeción,47',Sí,Gol,Espinoza,sujeción entre Arsenal y San Lorenzo al minuto 47'
Rosario Central,Lanús,2024-08-28,Monumental,Córner,39',Sí,Sin falta,Baliño,córner entre Rosario Central y Lanús al minuto 39'
River Plate,Sarmiento,2024-05-21,Libertadores de América,Falta,77',Sí,Gol,Abal,falta entre River Plate y Sarmiento al minuto 77'
Boca Juniors,Godoy Cruz,2024-11-06,Nuevo Gasómetro,Codazo,18',Sí,Penal,Espinoza,codazo entre Boca Juniors y Godoy Cruz al minuto 18'
Estudiantes,Godoy Cruz,2024-03-22,La Bombonera,Falta,14',Sí,Amarilla,Abal,falta entre Estudiantes y Godoy Cruz al minuto 14'
Colón,Sarmiento,2024-01-01,La Bombonera,Entrada violenta,81',Sí,Gol,Rapallini,entrada violenta entre Colón y Sarmiento al minuto 81'
Huracán,Gimnasia,2024-03-06,Cilindro,Córner,66',Sí,Sin falta,Baliño,córner entre Huracán y Gimnasia al minuto 66'
Gimnasia,River Plate,2024-06-14,La Bombonera,Penal,38',Sí,No gol,Dovalo,penal entre Gimnasia y River Plate al minuto 38'
Colón,Talleres,2024-01-13,Cilindro,Gol,25',Sí,Sin falta,Rapallini,gol entre Colón y Talleres al minuto 25'
Sarmiento,Godoy Cruz,2024-01-26,Cilindro,Offside,86',Sí,Penal,Echenique,offside entre Sarmiento y Godoy Cruz al minuto 86'
Godoy Cruz,Newell's,2024-11-27,Cilindro,Falta,10',Sí,Tiro libre,Pitana,falta entre Godoy Cruz y Newell's al minuto 10'
Colón,Banfield,2024-09-09,La Bombonera,Offside,45',Sí,Amarilla,Abal,offside entre Colón y Banfield al minuto 45'
Gimnasia,Banfield,2024-10-25,Libertadores de América,Simulación,42',Sí,Penal,Abal,simulación entre Gimnasia y Banfield al minuto 42'
Huracán,Platense,2024-10-19,La Bombonera,Sujeción,52',Sí,Tiro libre,Loustau,sujeción entre Huracán y Platense al minuto 52'
Godoy Cruz,Rosario Central,2024-03-09,Nuevo Gasómetro,Mano,71',Sí,Tiro libre,Baliño,mano entre Godoy Cruz y Rosario Central al minuto 71'
Newell's,Rosario Central,2024-03-04,La Bombonera,Mano,64',Sí,Tiro libre,Rapallini,mano entre Newell's y Rosario Central al minuto 64'
San Lorenzo,Independiente,2024-08-24,Nuevo Gasómetro,Falta,76',Sí,Gol,Baliño,falta entre San Lorenzo y Independiente al minuto 76'
Arsenal,Newell's,2024-05-10,Nuevo Gasómetro,Entrada violenta,9',Sí,Sin falta,Dovalo,entrada violenta entre Arsenal y Newell's al minuto 9'
San Lorenzo,Arsenal,2024-09-10,Cilindro,Simulación,84',Sí,Roja,Baliño,simulación entre San Lorenzo y Arsenal al minuto 84'
Racing,Godoy Cruz,2024-09-23,Cilindro,Córner,84',Sí,Penal,Pitana,córner entre Racing y Godoy Cruz al minuto 84'
Talleres,Arsenal,2024-01-03,Cilindro,Córner,38',Sí,No gol,Pitana,córner entre Talleres y Arsenal al minuto 38'
Platense,Colón,2024-08-13,Monumental,Falta,16',Sí,Sin falta,Espinoza,falta entre Platense y Colón al minuto 16'
Banfield,River Plate,2024-11-15,Cilindro,Entrada violenta,38',Sí,No gol,Espinoza,entrada violenta entre Banfield y River Plate al minuto 38'
Lanús,Racing,2024-03-14,Nuevo Gasómetro,Sujeción,2',Sí,Penal,Tello,sujeción entre Lanús y Racing al minuto 2'
Racing,Arsenal,2024-01-10,Monumental,Córner,72',Sí,Amarilla,Rapallini,córner entre Racing y Arsenal al minuto 72'
Talleres,Godoy Cruz,2024-11-12,Monumental,Falta,38',Sí,Tiro libre,Merlos,falta entre Talleres y Godoy Cruz al minuto 38'
Boca Juniors,Estudiantes,2024-09-11,Nuevo Gasómetro,Offside,54',Sí,Gol,Rapallini,offside entre Boca Juniors y Estudiantes al minuto 54'
Sarmiento,Argentinos,2024-06-08,Nuevo Gasómetro,Falta,60',Sí,Roja,Loustau,falta entre Sarmiento y Argentinos al minuto 60'
Argentinos,Independiente,2024-03-28,Libertadores de América,Offside,2',Sí,No gol,Merlos,offside entre Argentinos y Independiente al minuto 2'
Vélez,Godoy Cruz,2024-11-11,Cilindro,Córner,51',Sí,No gol,Loustau,córner entre Vélez y Godoy Cruz al minuto 51'
River Plate,Rosario Central,2024-06-04,Monumental,Simulación,60',Sí,Sin falta,Tello,simulación entre River Plate y Rosario Central al minuto 60'
Huracán,Sarmiento,2024-09-09,Monumental,Gol,9',Sí,Gol,Baliño,gol entre Huracán y Sarmiento al minuto 9'
Sarmiento,Independiente,2024-12-01,Nuevo Gasómetro,Simulación,8',Sí,No gol,Echenique,simulación entre Sarmiento y Independiente al minuto 8'
Boca Juniors,Argentinos,2024-12-19,Monumental,Penal,16',Sí,Tiro libre,Rapallini,penal entre Boca Juniors y Argentinos al minuto 16'
Independiente,Godoy Cruz,2024-07-11,Cilindro,Falta,64',Sí,No gol,Echenique,falta entre Independiente y Godoy Cruz al minuto 64'
Lanús,Huracán,2024-12-21,Cilindro,Entrada violenta,79',Sí,Sin falta,Baliño,entrada violenta entre Lanús y Huracán al minuto 79'
Platense,Estudiantes,2024-01-22,Monumental,Falta,83',Sí,Amarilla,Echenique,falta entre Platense y Estudiantes al minuto 83'
Lanús,Godoy Cruz,2024-10-09,La Bombonera,Codazo,65',Sí,Roja,Merlos,codazo entre Lanús y Godoy Cruz al minuto 65'
Arsenal,Colón,2024-02-03,Cilindro,Córner,63',Sí,Amarilla,Echenique,córner entre Arsenal y Colón al minuto 63'
Sarmiento,Lanús,2024-04-11,Nuevo Gasómetro,Entrada violenta,36',Sí,Sin falta,Tello,entrada violenta entre Sarmiento y Lanús al minuto 36'
Arsenal,Independiente,2024-10-17,La Bombonera,Mano,40',Sí,Sin falta,Dovalo,mano entre Arsenal y Independiente al minuto 40'
River Plate,Banfield,2024-03-27,Libertadores de América,Córner,68',Sí,Penal,Abal,córner entre River Plate y Banfield al minuto 68'
